종목명,종목코드,구분1,구분2,단위,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,자본잉여금,이익잉여금,기타자본항목,자본총계,매출액,영업이익,당기순이익
바이오인프라,199730,제 15 기,: 2021년 12월 31일 현재,-,22996232125.0,10743331578.0,33739563703.0,11154406380.0,11723050870.0,22877457250.0,687894500.0,2024560170.0,8149651783.0,0.0,10862106453.0,30555326588.0,7462613100.0,6234084689.0
나노팀,417010,제6(전)기 기말,2021년 12월 31일 현재,-,12099139691.0,23480457617.0,35579597308.0,9684275931.0,14872493833.0,24556769764.0,446896000.0,11100238738.0,-900587579.0,376280385.0,11022827544.0,27043759600.0,4469633073.0,4521427923.0
자람테크놀로지,389020,2021년,2021년 12월 31일 현재,-,15283107958.0,5032187553.0,20315295511.0,1865154601.0,234720548.0,2099875149.0,987305000.0,7580119897.0,9647995465.0,0.0,18215420362.0,14324068213.0,291924863.0,1170415067.0
금양그린파워,282720,제 29기,2021년 12월 31일 현재,-,85017780011.0,13818553527.0,98836333538.0,40092238727.0,4442037966.0,44534276693.0,4510980000.0,8762090289.0,44633737930.0,-3604751374.0,54302056845.0,173021916905.0,11793146435.0,8436203686.0
한주라이트메탈,198940,제34(전)기말,(2021년 12월 말),-,77215647631.0,82219875666.0,159435523297.0,85309274013.0,38343438661.0,123652712674.0,7278193000.0,16276927489.0,13889970735.0,-1662280601.0,35782810623.0,189023780973.0,7075703641.0,4031354182.0
티이엠씨,425040,제7(전)기말,2021.12.31 현재,-,53401879850.0,37264056644.0,90665936494.0,43937033495.0,9741620760.0,53678654255.0,2524336000.0,16192624346.0,17322990250.0,496887790.0,36536838386.0,90209839379.0,12742841557.0,10626777774.0
오브젠,417860,제22(전)기 기말,2021년 12월 31일 현재,-,8991235737.0,2338083478.0,11329319215.0,3982903930.0,6470408662.0,10453312592.0,1540270000.0,9738326246.0,-10402589623.0,0.0,876006623.0,20074986416.0,-3145268061.0,-3245306459.0
미래반도체,254490,제 26기,2021년 12월 31일 현재,-,89110270599.0,3997681066.0,93107951665.0,43002178781.0,11011411691.0,54013590472.0,1073000000.0,0.0,38021361193.0,0.0,39094361193.0,328046447360.0,19607077169.0,14765144869.0
스튜디오미르,408900,제12기말,2021년 12월 31일 현재,-,14711797608.0,6046184667.0,20757982275.0,10005175185.0,238909848.0,10244085033.0,400000000.0,0.0,9454601516.0,659295726.0,10513897242.0,14389618822.0,-1906143141.0,2110750510.0
삼기이브이,419050,제 2 기 기말,2021년 12월 31일 현재,-,40504326205.0,33741265890.0,74245592095.0,14505843884.0,23793716514.0,38299560398.0,1207692900.0,34384704791.0,353634006.0,0.0,35946031697.0,116861286332.0,7424283430.0,-215679201.0
꿈비,407400,제 8 기 기말,2021년 12월 31일 현재,-,5388772461.0,6145644153.0,11534416614.0,3756529782.0,2289019899.0,6045549681.0,612893000.0,602029180.0,4205091549.0,68853204.0,5488866933.0,20850821217.0,2397683924.0,1808476902.0
바이오노트,377740,제 19(전) 기말,2021년 12월 31일 현재,-,640708645896.0,848158627331.0,1488867273227.0,118273329758.0,98089718846.0,216363048604.0,46778024000.0,11877437540.0,1207900322797.0,5948440286.0,1272504224623.0,622355164435.0,470089786089.0,671556498817.0
티쓰리엔터테인먼트,204610,제 22 기,2021.12.31 현재,-,73303441326.0,27351216257.0,100654657583.0,24755035412.0,6749323981.0,31504359393.0,4769680000.0,4196114764.0,38431322058.0,10132279919.0,57529396741.0,68666247350.0,9129109243.0,10106113787.0
엔젯,419080,제13(전) 기말,K-IFRS,-,20111815512.0,8345584558.0,28457400070.0,5783991240.0,1554662825.0,7338654065.0,4178892500.0,58202271549.0,-41623221733.0,360803689.0,21118746005.0,10054924012.0,1767080461.0,-29867129449.0
티에프이,425420,제 19(전) 기 기말,2021년 12월 31일 현재,-,32810137165.0,22239400434.0,55049537599.0,16697104247.0,8469225955.0,25166330202.0,900000000.0,0.0,29056644620.0,-73437223.0,29883207397.0,71944938036.0,10895343506.0,9847586456.0
인벤티지랩,951396,제 7 기       기말,2021년 12월 31일 현재,-,22173786896.0,9550499822.0,31724286718.0,2403479859.0,2829612172.0,5233092031.0,3567074000.0,29534726723.0,-9271261264.0,2660655228.0,26491194687.0,1861755394.0,-9557905983.0,-9271261264.0
펨트론,168360,제20(전)기말,2021년 12월 31일 현재,-,30494368515.0,26446523867.0,56940892382.0,32866497073.0,12557053983.0,45423551056.0,4772071000.0,1908386800.0,4228643522.0,544965985.0,11454067307.0,57870932268.0,4049506082.0,4499450990.0
에스에이엠지엔터테인먼트,419530,제 22(전) 기말,2021년 12월 31일 현재,-,23667936467.0,14815979715.0,38483916182.0,18416975776.0,42742812301.0,61159788077.0,1335200000.0,2401390295.0,-26923394118.0,510931928.0,-22675871895.0,38374161626.0,3358685206.0,-11086848672.0
핀텔,291810,제 7 기말,2021년 12월 31일 현재,-,8670242320.0,1716102334.0,10386344654.0,2409320558.0,3231989520.0,5641310078.0,3948797500.0,3869264179.0,-3348851684.0,275824581.0,4745034576.0,8209142696.0,-853260169.0,-2416435981.0
플라즈맵,405000,제 7(전) 기말,2021년 12월 31일 현재,-,17736696603.0,7642003740.0,25378700343.0,6486516209.0,8483801612.0,14970317821.0,3856835500.0,80027915382.0,-76855654180.0,3379285820.0,10408382522.0,6348540091.0,-10643869619.0,-21682344369.0
산돌,419120,2021연도,K-IFRS,-,10322787629.0,21257700806.0,31580488435.0,6677697583.0,6065608367.0,12743305950.0,37421500.0,14919085765.0,3882805229.0,-110336435.0,18728976059.0,12024525572.0,4792687564.0,432219238.0
저스템,417840,제6기,2021년 12월 말,-,18523775187.0,25328769302.0,43852544489.0,12620644349.0,8616116285.0,21236760634.0,2447500000.0,0.0,20595907723.0,-427623868.0,22615783855.0,44826694869.0,7193675811.0,5731881967.0
큐알티,405100,제8기말,2021년 12월 31일 현재,-,31195174059.0,31896357999.0,63091532058.0,18104889635.0,9875970331.0,27980859966.0,1326540000.0,4140789337.0,28830196216.0,813146539.0,35110672092.0,71904717846.0,16519972028.0,12485692604.0
뉴로메카,348340,제 9(전)기말,2021년 12월 31일 현재,-,22075151669.0,2258759411.0,24333911080.0,8478983191.0,289989497.0,8768972688.0,831042000.0,46787543739.0,-32062255950.0,8608603.0,15564938392.0,7351258055.0,-3008891108.0,-6594270826.0
제이아이테크,417500,제8기,(2021년12월말),-,20295505776.0,15131204143.0,35426709919.0,11171860990.0,825983308.0,11997844298.0,632445000.0,5714687634.0,17095728204.0,-13995217.0,23428865621.0,20497514396.0,5628425132.0,4738942094.0
윤성에프앤씨,372170,제 22(전)기         기말,2021년  12월 31일 현재,-,94000233845.0,54233631621.0,148233865466.0,98732083222.0,17089724157.0,115821807379.0,628350000.0,6757833670.0,25025874417.0,0.0,32412058087.0,75893659657.0,-4608545579.0,-2915367338.0
디티앤씨알오,383930,2021년,K-IFRS,-,17377119322.0,15510556499.0,32887675821.0,13394530405.0,1487572221.0,14882102626.0,2436628000.0,17105369936.0,-1536424741.0,0.0,18005573195.0,32748664668.0,4907063453.0,4327533740.0
오픈엣지테크놀로지,394280,제5기 (2021년말),K-IFRS,-,29019951609.0,7077477827.0,36097429436.0,9171299147.0,6373615443.0,15544914590.0,1653305000.0,58927201452.0,-43034501046.0,3006509440.0,20552514846.0,5185867786.0,-11055326163.0,-14608298992.0
더블유씨피,393890,제 5 (전) 기,2020년 12월 31일 현재,-,123828588110.0,399333609452.0,523162197562.0,127934341578.0,231869400878.0,359803742456.0,3619900000.0,207867369316.0,-48128814210.0,0.0,163358455106.0,111875226649.0,9760561502.0,-31178331260.0
알피바이오,314140,제6기 기말,2021년 12월 31일 현재,-,52271931616.0,91465047760.0,143736979376.0,75450936631.0,3359073762.0,78810010393.0,3293971000.0,37431193929.0,24159753458.0,42050596.0,64926968983.0,114963993242.0,5879847319.0,3812561248.0
선바이오,067370,제 25 (전) 기,2021년 12월 31일 현재,-,11416288699.0,8303436016.0,19719724715.0,2717435417.0,1605772765.0,4323208182.0,5841408000.0,6724545404.0,624359314.0,2206203815.0,15396516533.0,5644570008.0,2245640661.0,-900867499.0
모델솔루션,417970,2021년도,(제17기),-,27825206564.0,20351055292.0,48176261856.0,9373579280.0,12169363044.0,21542942324.0,2683350000.0,6792784.0,23922781847.0,20394901.0,26633319532.0,61106297552.0,8926743121.0,7466339495.0
이노룰스,296640,제 15(전)기,2021년 12월 31일,-,11432740050.0,6259963308.0,17692703358.0,3841449655.0,761235386.0,4602685041.0,1922655000.0,5056295500.0,6151689128.0,-40621311.0,13090018317.0,16404906910.0,3109212749.0,2833461082.0
오에스피,368970,제 18기(전) 기말,2021년 12월 31일 현재,-,12874330521.0,5621405940.0,18495736461.0,3460862964.0,139802582.0,3600665546.0,3458960000.0,604235024.0,10978865223.0,-146989332.0,14895070915.0,15694537506.0,2803559295.0,2876300262.0
탑머티리얼,360070,제 10 기 기말,2021년 12월 31일 현재,-,19727975738.0,12214485827.0,31942461565.0,3712483560.0,2026773265.0,5739256825.0,2975505000.0,28996169878.0,-5768470138.0,0.0,26203204740.0,31904393468.0,4819978654.0,4284440902.0
에스비비테크,389500,제22(전)기 기말,2021년 12월 31일 현재,-,7302343636.0,10328985936.0,17631329572.0,6321136979.0,4714673366.0,11035810345.0,2345245000.0,13210145697.0,-11682658877.0,2722787407.0,6595519227.0,6779379292.0,-2227144216.0,-2815923915.0
샤페론,378800,제14기 전기말,K-IFRS,-,25452253254.0,1573198913.0,27025452167.0,1218093326.0,1407930369.0,2626023695.0,9701185500.0,90406382470.0,-78757737204.0,3049597706.0,24399428472.0,522840200.0,-10466259203.0,-23833244784.0
쏘카,403550,제 11(전) 기말,2021년 12월 31일 현재,-,90244481019.0,329634192781.0,419878673800.0,138311618236.0,131660531955.0,269972150191.0,2879272800.0,412610780624.0,-26980602163.0,4222491815.0,392731943076.0,284953806265.0,-8423142058.0,3660719587.0
대성하이텍,129920,2020연도,K-IFRS,-,72308449994.0,57587268995.0,129895718989.0,75710007421.0,31014530683.0,106724538104.0,900000000.0,7748544118.0,14170686352.0,351950415.0,23171180885.0,72653220600.0,-7303638968.0,-7902737173.0
루닛,328130,제9기,(2021년 12월말),-,89619308286.0,4229724410.0,93849032696.0,87626009486.0,4185408878.0,91811418364.0,4635370000.0,216650160655.0,-219203180116.0,0.0,2082350539.0,6638998941.0,-45700074484.0,-73675766445.0
성일하이텍,365340,제 5(전) 기말,2021년 12월 31일 현재,-,58304218536.0,128690943027.0,186995161563.0,44547585032.0,33663450288.0,78211035320.0,4461824500.0,113373179707.0,-8714017634.0,-336860330.0,108784126243.0,138486972229.0,13660427564.0,-10152208046.0
에이프릴바이오,397030,2020년 12월 31일 현재,제 8기,-,18005398689.0,1404652530.0,19410051219.0,33051544834.0,135822569.0,33187367403.0,697510000.0,2078551128.0,-16553377312.0,0.0,-13777316184.0,0.0,-9187556706.0,-10220055150.0
아이씨에이치,368600,제 9(전전) 기 기말,2022년 12월 31일 현재,-,14251852175.0,17519630993.0,31771483168.0,14440423496.0,6969134829.0,21409558325.0,453634000.0,2718823722.0,7281507121.0,-92040000.0,10361924843.0,16407923077.0,2821717836.0,916915731.0
수산인더스트리,126720,2020 연도 (제38기),K-IFRS,-,134231089302.0,210681173144.0,344912262446.0,90358494314.0,39129448637.0,129487942951.0,2000000000.0,3514157691.0,210288396892.0,-378235088.0,215424319495.0,263886580051.0,33288807838.0,25193719225.0
새빗켐,107600,제20기 2020년 12월말,(K-IFRS),-,7818965778.0,8980304286.0,16799270064.0,5675937997.0,1038901252.0,6714839249.0,2048387000.0,208632600.0,7827411215.0,0.0,10084430815.0,20967013095.0,2612283660.0,2131203379.0
에이치와이티씨,148930,2020년 제 15기 기말,K-IFRS,-,15199269293.0,6489979432.0,21689248725.0,3879942786.0,8392543071.0,12272485857.0,3762023500.0,46538937559.0,-41074803174.0,190604983.0,9416762868.0,22671183993.0,4285615271.0,3640048559.0
범한퓨얼셀,382900,제3(전)기 기말,2021년 12월 31일 현재,-,37849955246.0,18474445873.0,56324401119.0,25609521140.0,5925994043.0,31535515183.0,3300000000.0,14609996384.0,6878889552.0,0.0,24788885936.0,46074813488.0,6165811908.0,3283914867.0
비플라이소프트,148780,제 23 기 (2020년 12월 31일),,-,3252654890.0,1223690789.0,4476345679.0,3016564123.0,770154866.0,3786718989.0,2372860000.0,3648271340.0,-6571140049.0,1239635399.0,689626690.0,14939498569.0,-964473157.0,-2263642850.0
보로노이,310210,제6기 [2020],K-IFRS,KRW (원),23477966102.0,24232202038.0,47710168140.0,18367801413.0,728573871.0,19096375284.0,5287110500.0,87219118918.0,-85057100909.0,21164664347.0,28613792856.0,6180010001.0,-27019722608.0,-26491033884.0
위니아에이드,377460,제 6 기   2020.12.31 현재,,-,111696350985.0,81610507695.0,193306858680.0,98315250805.0,21860362480.0,120175613285.0,4982795000.0,28991320067.0,39541184118.0,-384053790.0,73131245395.0,418527071880.0,31502573705.0,24895406225.0
레이저쎌,412350,2021년,(제7기 기말),-,14437129152.0,1040654941.0,15477784093.0,3492854844.0,383956542.0,3876811386.0,3334995000.0,35115976514.0,-27211046679.0,361047872.0,11600972707.0,9682052439.0,-796543249.0,-8053717548.0
넥스트칩,092600,2021년 12월 31일 현재,제 3 기 기말,-,34906175127.0,3618059462.0,38524234589.0,4265933486.0,1570881323.0,5836814809.0,7353658500.0,73753615937.0,-48419854657.0,0.0,32687419780.0,24469248780.0,-13472882807.0,-21607665512.0
코난테크놀로지,402030,2021년말,K-IFRS,-,23088916886.0,1913212023.0,25002128909.0,6608588230.0,4082165403.0,10690753633.0,2222222000.0,15169300240.0,-3139755681.0,59608717.0,14311375276.0,17849096031.0,2240099390.0,1893973261.0
영창케미칼,112290,2020년말,제20기,-,16209765922.0,62291247588.0,78501013510.0,44785099888.0,18573653261.0,63358753149.0,6000000000.0,-5436495150.0,14688845686.0,-110090175.0,15142260361.0,60759972118.0,4164158537.0,2505930576.0
가온칩스,399720,제 9 기말 (2020.12.31),,-,20211856751.0,5319998102.0,25531854853.0,9389397130.0,5267795166.0,14657192296.0,400000000.0,200000000.0,10274662557.0,0.0,10874662557.0,17098305954.0,1973588836.0,1851741628.0
청담글로벌,362320,제 4(전) 기 2020년 12월 31일,,-,21057769284.0,2687010448.0,23744779732.0,3483902883.0,15689062343.0,19172965226.0,600000000.0,447372837.0,3524441669.0,0.0,4571814506.0,70386755267.0,3728892309.0,947124667.0
포바이포,389140,제 4기 (2020),K-IFRS,-,9810593819.0,5069580074.0,14880173893.0,3791440165.0,7517250817.0,11308690982.0,228000000.0,0.0,2497076648.0,846406263.0,3571482911.0,13993496988.0,1812890452.0,1354291186.0
대명에너지,389260,제21기 [2020],K-IFRS,KRW (원),72907893479.0,71486305576.0,144394199055.0,55769566561.0,49710969382.0,105480535943.0,1500000000.0,-234288190.0,31217218879.0,6430732423.0,38913663112.0,166245483727.0,41209205633.0,31448877603.0
공구우먼,366030,제15기 [2020],K-IFRS,KRW (원),12002919142.0,11977348224.0,23980267366.0,2725739272.0,0.0,2725739272.0,50370000.0,221495000.0,20958096029.0,24567065.0,21254528094.0,32683410499.0,5379169792.0,4345850689.0
세아메카닉스,396300,제22기 [2020],K-IFRS,KRW (원),30461087313.0,16907019865.0,47368107178.0,13542879314.0,353648455.0,13896527769.0,624000000.0,1691390337.0,31888745453.0,-732556381.0,33471579409.0,82694740188.0,4968330324.0,4254244079.0
지투파워,388050,제11기 [2020],K-IFRS,KRW (원),17563682622.0,4987844507.0,22551527129.0,10836074273.0,7717833105.0,18553907378.0,200000000.0,0.0,3620791440.0,176828311.0,3997619751.0,29134565506.0,2989636323.0,2161628321.0
퓨런티어,370090,제12기 [2020],K-IFRS,KRW (원),5622500027.0,2892861233.0,8515361260.0,2715118795.0,704475901.0,3419594696.0,579060000.0,0.0,-1799704703.0,6316411267.0,5095766564.0,15081638110.0,-1502482867.0,-2179974932.0
스톤브릿지벤처스,330730,제4기 [2020],K-IFRS,KRW (원),31376654728.0,17347522393.0,48724177121.0,4349249544.0,4206680941.0,8555930485.0,7300000000.0,2632689161.0,28634549344.0,1601008131.0,40168246636.0,24508612310.0,14681297054.0,12818639347.0
브이씨,365900,제16기 [2020],K-IFRS,-,26720735522.0,8761166383.0,35481901905.0,12492512565.0,5304504864.0,17797017429.0,2541400000.0,1922517084.0,11582549441.0,1668887995.0,17715354520.0,40748436038.0,6480024710.0,4275284199.0
풍원정밀,371950,제25기 [2020],K-IFRS,KRW (원),14334109963.0,38683440115.0,53017550078.0,21553469342.0,8696972234.0,30250441576.0,1367640000.0,11714415290.0,9689830928.0,-4777716.0,22767108502.0,37117471258.0,603074586.0,592167201.0
노을,376930,제6기 [2020],K-IFRS,KRW (원),9781282028.0,5771483732.0,15552765760.0,2426312192.0,25766524394.0,28192836586.0,3340475000.0,3835186994.0,-19879830363.0,64097543.0,-12640070826.0,3295263821.0,-7247954646.0,-8974572898.0
비씨엔씨,146320,제18기 [2020],K-IFRS,-,20606359673.0,35932849579.0,56539209252.0,31475672455.0,14491167322.0,45966839777.0,4300000000.0,707944734.0,8277365599.0,-2712940858.0,10572369475.0,47343439542.0,6250624789.0,2011380541.0
모아데이타,288980,제7기 [2020],K-IFRS,KRW (원),11672682853.0,7636750690.0,19309433543.0,8456478869.0,5213558167.0,13670037036.0,1193236000.0,646353490.0,3629932228.0,169874789.0,5639396507.0,13785093892.0,3085425210.0,2093497269.0
코람코더원리츠,417310,제11기말 [2021.06.30],K-IFRS,KRW (원),9953879888.0,515452174312.0,525406054200.0,5640076142.0,403204009749.0,408844085891.0,10450000000.0,25782612120.0,80329356189.0,0.0,116561968309.0,13199139887.0,7942306706.0,1701683109.0
유일로보틱스,388720,제10기 [2020],K-IFRS,KRW (원),16827327105.0,8231224108.0,25058551213.0,8011668248.0,8305381749.0,16317049997.0,2500000000.0,0.0,8270888884.0,-2029387668.0,8741501216.0,28808838477.0,2705322394.0,2482323320.0
오토앤,353590,제 9기 [2020],K-IFRS,KRW (원),23550287963.0,12139980763.0,35690268726.0,17662468780.0,13480698451.0,31143167231.0,874155000.0,3840076464.0,-167380029.0,250060.0,4547101495.0,49444942435.0,4743624531.0,3433924512.0
애드바이오텍,179530,제21기 [2020],K-IFRS,KRW (원),7249143141.0,11590911320.0,18840054461.0,5494861157.0,4017721158.0,9512582315.0,1267336500.0,20582470394.0,-13605996145.0,1083661397.0,9327472146.0,9815308301.0,-996203292.0,-7344923030.0
케이옥션,102370,제16기 [2020],K-IFRS,KRW (원),38207470131.0,36035987751.0,74243457882.0,46179591892.0,3794866438.0,49974458330.0,3000000000.0,0.0,20822372201.0,446627351.0,24268999552.0,24192455615.0,1515311988.0,-2088292849.0
LG에너지솔루션,373220,제 1기 [2020],K-IFRS,KRW (백만원),9085706.0,10856089.0,19941795.0,6889227.0,5487163.0,12376390.0,100000.0,7231468.0,-453058.0,686995.0,7565405.0,1461068.0,-475206.0,-451771.0
스코넥엔터테인먼트,276040,제20기 [2020],K-IFRS,KRW (원),3329479011.0,4070022848.0,7399501859.0,8074840552.0,1107915778.0,9182756330.0,4446361000.0,30209966657.0,-38350463108.0,1910880980.0,-1783254471.0,4712266405.0,-5619422350.0,-8864082948.0
이지트로닉스,377330,제13기 [2020],K-IFRS,KRW (원),15160033940.0,19129789510.0,34289823450.0,8775837447.0,5897057291.0,14672894738.0,2990000000.0,7121035845.0,9563759245.0,-57866378.0,19616928712.0,15348581080.0,2829540431.0,3552097589.0
나래나노텍,137080,제26기 [2020],K-IFRS,KRW (원),49035715728.0,77911430541.0,126947146269.0,77718591501.0,3307960542.0,81026552043.0,5213000000.0,28830469970.0,8835394990.0,3041729266.0,45920594226.0,82804670040.0,5650172675.0,2232681867.0
